Daily counts of chum below counting fence. | neutral | 0.6996630430221558
4 bank walk surveys were conducted by Thornton Creek Enhancement Society on 2002-10-21; 2002-10-25; 2002-11-04; 2002-11-06 and 2002-11-13. SIL's were not submitted to StAD for entry into nuSEDs and the BC16 was completed by Richie Smith from TCES. Very low water levels due to no rain in October. Lots of bear and seal kills. Seems to be some obstruction at bridge on East and West Main - could be beaver dam. Coho spawn as high as possible. | neutral | 0.8073490858078003
Stream walks conducted Oct 26 and Nov 1. PL+D estimate. | neutral | 0.9403345584869385
Survey dates are Oct.27 and Nov.01, survey method is bank walk. SEN data received as a BC16 report from Thornton Creek Hatchery. Water levels, flow -normal. No coho observed. | neutral | 0.8934565186500549
Person Preparing Report: Doug Palfrey Field Crew: Tofino/Thorton Ck Hatchery Crew Enhancement/Biological Activities: Yes Upslope Instability: Yes Debris Torrent: Yes Bank Erosion: Yes Distribution of Spawning Salmon: Chum mainly to 2 kilometres, coho scattered throughout and chinook unknown. Other Unusual Conditions: Yes Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (7) Enhancements: Coho enhancement continues on Cypre River, 65,000-90,000 fry released and chinook enhancement continues with seapen rearing of 60,000 smolts. (15) General Comments on Unusual Conditions: Scouring of spawning beds and stream course changes occur at 100 metres in mid Oxbow area and 300 metres at tide water and up. Souring and changes occur from heavy rainfalls producing slides moving windfalls into the river creating large amounts of mobile debris. Erosion and silting takes place at numerous sites throughout system, worst areas already noted. (20) On Predator Interactions: Bears took approx. 75 chum. | neutral | 0.9253366589546204
Surveyed by Gord Bainbridge, Charter Patrol. Peak on Nov 3. | neutral | 0.9457226395606995
Snorkel surveys conducted on 2020-09-12,2020-09-17. 2020-10-01, 2020-10-20, 2020-10-27. Drone and boat count surveys conducted by Conuma Hatchery on 2020-08-23, 2020-08-27, 2020-09-09 2020-09-18, 2020. Large gaps in survey timing due to poor weather. October 1 snorkel survey not included due to limited access to upper half of survey area Presence or absence estimate used. No Pink salmon observed. | neutral | 0.5540227293968201
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Debris Torrent: Yes Bank Erosion: Yes % of Spawning Habitat Surveyed: 80% Other Comments (May relate to several species): (11) Bank erosion: Logging has had severe impact on this system causing bank erosion, blow downs, log jams and gravel movement. (10) Debris jams: Logging has had severe impact on this system. (5) General Comments on Escapement Estimation: Coho fry present. Too early for chum. | neutral | 0.8971948027610779
Snorkel surveys conducted on 2020-09-29, 2020-10-05, 2020-10-28, 2020-11-10. No observed pink salmon. Presence or absence estimate used. | neutral | 0.8955332040786743
Survey life of 21 days used for adult AUC calculation an expanded PL+D use for jack escapement. Updated March 31st, 2005 by Brenda Wright - Corrected addition error for "Total Natural Spawners" & "Total Return to River". | neutral | 0.9125056862831116
Spot check conducted 2017/08-25 and snorkel surveys conducted 2017-08-26; 2017-09-03; 2017-09-10; 2017-09-21; 2017-10-03; 2017-10-12; 2017-10-27 & 2017-11-05. The spot check conducted 2017-08-25 has been excluded from the AUC calculation because it is a different survey method and the area surveyed is not representative of the river. The expanded AUC was used for the escapement estimate. Conuma River Hatchery staff removed 51 male and 50 female chinook for broodstock between Sept 20th and Oct 9th. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.8748433589935303
Snorkel surveys conducted 2017-08-29; 2017-09-05; 2017-09-11; 2017-09-20; 2017-09-28; 2017-10-04; 2017-10-12; 2017-10-25; 2017-10-31; 2017-11-06; 2017-11-17 & 2017-12-06. A fence operated by Uchucklesaht on the Henderson River, below Henderson Lake operated May 26 to Oct 1. They-estimated 18,844 sockeye moving into the lake during that period. The unexpanded AUC was used for the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9149889945983887
Missed the the begginning fo the run, peak count was on the first visit. This estimate should be considered a very low end estimate. The gap between the 2 visits was almost 2 months. | negative | 0.6141959428787231
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Unusual numbers of jacks: Proportion of sockeye jacks = 39% and proportion of chinook jacks = 88%. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9355512261390686
Includes counts on rousseau and trib f. PL+D estimate | neutral | 0.9354435801506042
Snorkel surveys conducted 2015-09-16; 2015-10-01; 2015-10-14; 2015-10-24; & 2015-11-21. Chinook delayed spawning, a high proportion of green fish were observed in mid-Oct by the Thornton Creek Enhancement Society who were collecting broodstock. 57 Chinook were bio-sampled. | neutral | 0.8792180418968201
Snorkel surveys were conducted on both the upper and lower river on 2016-09-12 (upper); 2016-09-13 (lower); 2016-10-03 (lower); 2016-10-04 (lower) & 2016-10-11 (upper only). Upper and lower surveys conducted on 2016-09-12 & 2016-09-13 and 2016-10-03 & 2016-10-04 have been combined for AUC and PL+D calculation. No helicopter surveys were done in 2016. The Nitinat River was surveyed 3 times in 2016. Four full snorkel surveys of Nitinat were planned to provide a rough estimate of Chum and Chinook for management purposes. Two full surveys and one partial survey were completed due to poor weather conditions. Water levels were too high for swims for much of mid-Oct through mid-November. Poor survey conditions during the peak chum observation. The estimate was derived from consultation with experienced hatchery staff, local First Nations and fisherman. Broodstock was removed from the hatchery, lake and river: 46,593 from hatchery + 64,107 from the lake + 0 from the river = 110,700 adults; in addition to 34,479 adult fish removed from the lake by First Nations for food fish and no estimate for adults removed from the river by the sport fishery. The total removals equal 145,179 adults. This estimate does not include Caycuse River, Doobah Creek, Campus Creek or Hobiton River which also drain into Nitinat Lake. Nitinat Hatchery staff estimate roughly 20,000 additional chum spawned in the Nitinat Lake tributaries. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | na | nan
Inspection mode: stream walk % population: not stated Observed # fish = 55 Field Expansion = 77 | neutral | 0.8698939085006714
Person Preparing Report: Willem Buitendyk Field Crew: Willem Buitendyk Distribution of Spawning Salmon: Spawning occurs mostly in lower region near estuary and approximately 500m upstream. Predators Counted During Surveys: Yes Other Comments (May relate to several species): (20a) Predator counts by date and predator type: Very little evidence of bears on this stream. | neutral | 0.9532625079154968
Somass system data reviewed February & March 2006. Low reliability, only one snorkel survey conducted in 1998. Distance surveyed was 1,500m upstream of the Somass River confluence. Surveyors observed 365 live, 13 dead and 33 jack coho. | negative | 0.7484907507896423
Chum was the target species. | negative | 0.5514684915542603
Ditidaht First Nations and the NTC operated a fence from May 7th to July 16th. The fence count has been used for the escapement estimate, it was also noted that 60 carcass' were seen below the fence on July 6th. The counts did not differentiate between adults and jack, there was just one total. | neutral | 0.9354032874107361
Person Preparing Report: Ross Hickling Bank Erosion: Yes Distribution of Spawning Salmon: Lower 1.3km for chum. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (11) Bank erosion: See note on log 97/10/12. (20) On Predator Interactions: Bear. | neutral | 0.9385130405426025
UPDATED APR-2013: Adults present. See Henderson Lake for SK estimate. Estimates derived through consultation with Uchucklesaht and NTC. Peak on Oct 29. | neutral | 0.9520331621170044
Snorkel surveys conducted 2014-09-08; 2014-09-22; 2014-09-29; 2014-10-06; 2015-10-15; & 2014-11-11. Heavy rains in mid to late October created poor survey conditions. Survey crews were unable to conduct surveys due to high water levels and dangerous river conditions. The Expanded PL+D was used as the escapement estimate. | negative | 0.7315760850906372
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Enhancement/Biological Activities: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. Unusual numbers of jacks: Proportion of sockeye jacks = 42%. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9334965348243713
Snorkle surveys were conducted on 31/08/2021, 22/09/2021, and 12/10/2021. Spot surveys were conducted by Conuma Hatchery on 25/08/2021, 02/09/2021, 08/09/2021, and 13/09/2021. High water events starting in early september prohibited additional surveys throuhgout September and Ocotober. Peak Live plus Dead estimate used for Coho. | neutral | 0.8938467502593994
Snorkel surveys conducted 2013-10-12 & 2013-10-27. Poor survey coverage, only two surveys in 2013; therefore, the Expanded PL+D was chosen as the escapement estimate. | negative | 0.8505427241325378
Somass system data reviewed March & April 2006. Updated coho escapement numbers for the Somass System provided by DFO Stock Assessment Technician Jeff Till. Sproat sockeye counters - continuous count from 1997-05-27 to 1997-09-26. The Sproat Lake counters are designed for counting sockeye only. The counters count everything that passes through the tunnels and there is a visual count for two hours, twice a week to calibrate the counts. During the visual counts, the absolute number of fish and species composition are recorded then compared with the counter count. The information collected is then used to calibrate the counter data between the visual counts. Calibrations and biosampling (bypass data) is the only time in which other species besides sockeye is observed. As the survey year progresses the calibrations decrease and it is quite feasible to have one (2 hour) calibration done in the month of September when the coho, chum and chinook are travelling through, during this time a greater effort is placed on the Stamp Falls Fishway. This makes it difficult to come up with an escapement estimate for coho, chum and chinook. If the salmon species was observed and recorded in the bypass data, counter calibration data or snorkel survey in the Taylor River then a presence will be entered as the escapement estimate. Both adult and jack coho recored as being observed in the counter calibration data and during snorkel surveys of the Taylor River so "Presence" has been entered as escapement estimate. Comment on original 1997 BC16 for the Somass System. Sockeye estimate: Great Central Lake (GCL) and Sproat fishway from May 27 to Oct.4. Coho estimate: Stamp Falls fishway from Sept. 2 to Nov. 10. Chum estimate: Most spawning takes place from below Stamp Falls Counts from Stamp Falls fishway (107) and snorkel swims below the fishway (4,252). Heavy rains caused high water flows during late Sept./early Oct. and late Oct./early Nov.. BC16 report prepared by Jeff Till. 16 additional snorkel surveys to the Somass System this year: Kitsucksus Creek (1) - Oct. 24th; Somass River (2) - Oct 21st & Nov. 12th; Sproat River (8) - Sept. 29th, Oct. 6th, 13th, 20th, 27th and Nov. 3rd, 11th & 17th; Stamp River (2) - Oct 14th & Nov. 14th; and Taylor River (3) - Oct 7th, 25th & Nov. 6th. | na | nan
